Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction,AvgSpread,MinSpread,MaxSpread
Basmu,Auto,Auto,0.0,0.0,0.0,0,39,0,0,0,0,0,0,0,0.0,0,39.0,468.0,39.0,0.15,2.0,44.85,538.2,150.696,941.85,0.29,,0.29,3.48,1,12.0,0.0,1.2,11,21,0,0,2.5,Projectile,120,0.0,20.0,Update 27.3,2020-03-24,Primary,Rifle,None,0.0,/Lotus/Weapons/Sentients/SentRifleNewWar/SentRifleNewWarGun,Basmu,0.0,inf,0.0,5.0,0.0,10.0
Basmu,Auto,Radial Attack,0.0,0.0,0.0,0,0,19,0,0,0,0,0,0,0.0,0,19.0,228.0,19.0,0.15,2.0,21.85,262.2,73.416,458.85,0.29,,0.29,3.48,1,12.0,0.0,1.2,11,21,0,0,2.5,AoE,,0.0,20.0,Update 27.3,2020-03-24,Primary,Rifle,None,1.7,/Lotus/Weapons/Sentients/SentRifleNewWar/SentRifleNewWarGun,Basmu,0.0,1.7,0.2,,,
Basmu,Held,Held,0.0,0.0,0.0,0,12,0,0,0,0,0,0,0,0.0,0,12.0,288.0,24.0,0.02,4.8,25.824,309.888,86.76864,542.304,0.3,,0.6,7.2,2,12.0,0.0,1.2,11,21,0,0,2.5,Hit-Scan,,0.0,3.0,Update 27.3,2020-03-24,Primary,Rifle,None,300.0,/Lotus/Weapons/Sentients/SentRifleNewWar/SentRifleNewWarGun,Basmu,0.0,inf,0.0,33.0,24.0,42.0
Latron,Semi-Auto,Normal Attack,8.25,38.5,8.25,0,0,0,0,0,0,0,0,0,0.0,0,55.0,229.35,55.0,0.12,2.0,61.6,256.872,154.07389635317,34188.0,0.12,,0.12,0.5004,1,4.17,0.0,1.4,0,15,80,540,2.4,Hit-Scan,,0.0,28.6,Vanilla,2012-10-25,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/SemiAutoRifle,Latron,0.0,inf,0.0,3.5,0.0,7.0
Latron,Semi-Auto,Incarnon Form,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,50.0,166.5,50.0,0.32,3.0,82.0,273.06,178.14457202505,45510.0,0.24,,0.24,0.7992,1,3.33,0.0,1.4,0,15,80,540,2.4,Projectile,,0.0,28.6,Vanilla,2012-10-25,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/Rifle/SemiAutoRifle,Latron,0.0,inf,0.0,3.5,0.0,7.0
Latron,Semi-Auto,Incarnon Form AoE,0.0,40.0,0.0,0,0,40,0,0,0,0,0,0,0.0,0,80.0,266.4,80.0,0.32,3.0,131.2,436.896,285.03131524008,72816.0,0.24,,0.24,0.7992,1,3.33,0.0,1.4,0,15,80,540,2.4,AoE,,0.0,28.6,Vanilla,2012-10-25,Primary,Rifle,Primary,4.0,/Lotus/Weapons/Tenno/Rifle/SemiAutoRifle,Latron,0.0,4.0,0.2,,,
Hek,Semi-Auto,Normal Attack,11.25,48.75,15.0,0,0,0,0,0,0,0,0,0,0.0,0,75.0,1139.25,525.0,0.1,2.0,577.5,1253.175,601.04316546763,71610.0,0.107,,0.749,1.62533,7,2.17,0.0,1.2,4,4,15,120,2.0,Hit-Scan,,0.0,9.1,Update 5.2,2013-01-04,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Tenno/Shotgun/QuadShotgun,Hek,10.0,20.0,0.8,11.0,6.0,16.0
Tenora Prime,Auto-Spool,Fully Spooled,8.4,11.2,8.4,0,0,0,0,0,0,0,0,0,0.0,0,28.0,354.76,28.0,0.3,2.2,38.08,482.4736,416.50898888529,45696.0,0.24,,0.24,3.0408,1,12.67,0.0,1.0,14,200,80,1000,2.5,Hit-Scan,,0.0,12.5,Update 29.9,2021-02-23,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeTenora/TenoraPrimeWeapon,Tenora,0.0,inf,0.0,8.0,0.0,16.0
Tenora Prime,Charge,Charged Attack,56.0,168.0,56.0,0,0,0,0,0,0,0,0,0,0.0,0,280.0,560.0,280.0,0.4,3.0,504.0,630.0,544.86486486486,60480.0,0.2,,0.2,0.15384615384615,1,2.0,0.8,1.0,14,200,80,1000,2.5,Hit-Scan,,1.0,12.5,Update 29.9,2021-02-23,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeTenora/TenoraPrimeWeapon,Tenora,0.0,inf,0.0,8.0,0.0,16.0
Cinta,Semi-Auto,Quick Shot,0.0,360.0,90.0,0,0,0,0,0,0,0,0,0,0.0,0,450.0,750.0,450.0,0.2,2.0,540.0,900.0,426.31578947368,32940.0,0.3,,0.3,0.5,1,1.5,0.0,1.2,6,1,10,60,0.6,Projectile,100,0.0,16.7,Update 33.0,2023-04-26,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/DaxDuviriAsymetricalBow/DaxDuviriAsymmetricalLongBowPlayerWeapon,Cinta,0.0,inf,0.0,6.0,0.0,12.0
Cinta,Charge,Charged Shot,0.0,640.0,160.0,0,0,0,0,0,0,0,0,0,0.0,0,800.0,1333.3333333333,800.0,0.36,3.0,1376.0,917.33333333333,655.2380952381,83936.0,0.32,,0.32,0.15238095238095,1,1.5,1.5,1.2,6,1,10,60,0.6,Projectile,100,0.0,100.0,Update 33.0,2023-04-26,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/DaxDuviriAsymetricalBow/DaxDuviriAsymmetricalLongBowPlayerWeapon,Cinta,0.0,inf,0.0,,,
Cinta,Charge,Perfect Shot,0.0,0.0,0.0,0,0,600,0,0,0,0,0,0,0.0,0,600.0,1000.0,600.0,0.2,2.0,720.0,720.0,450,43920.0,0.34,,0.34,0.2125,1,1.5,1.0,1.2,6,1,10,60,0.6,Projectile,100,0.0,100.0,Update 33.0,2023-04-26,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/DaxDuviriAsymetricalBow/DaxDuviriAsymmetricalLongBowPlayerWeapon,Cinta,0.0,inf,0.0,,,
Quartakk,Burst,Burst-Fire,18.13,14.21,16.66,0,0,0,0,0,0,0,0,0,0.0,0,49.0,77.42,49.0,0.19,2.3,244.412,96.54274,93.211537206041,225836.688,0.27,,0.27,0.4266,1,1.58,0.0,1.25,10,84,80,840,1.9,Hit-Scan,,0.5,90.9,Update 22.0,2017-10-12,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/GrnFourBarrelRifle/GrnFourBarrelRifleWeapon,Quartakk,0.0,inf,0.0,1.1,1.0,1.2
Flux Rifle,Held,Normal Attack,0.0,4.84,17.16,0,0,0,0,0,0,0,0,0,0.0,0,22.0,264.0,22.0,0.1,2.0,24.2,290.4,208.92086330935,2420.0,0.24,,0.24,2.88,1,12.0,0.0,1.55,6,50,0,0,2.25,Hit-Scan,,0.5,100.0,Update 8.0,2013-05-23,Primary,Rifle,None,30.0,/Lotus/Weapons/ClanTech/Energy/CrpLaserRifle,Flux Rifle,0.0,inf,0.0,0.0,0.0,0.0
Paris Prime,Semi-Auto,Uncharged Shot,9.0,153.0,18.0,0,0,0,0,0,0,0,0,0,0.0,0,180.0,257.14285714286,180.0,0.45,2.0,261.0,372.85714285714,153.52941176471,19053.0,0.2,,0.2,0.28571428571429,1,1.0,0.0,1.35,8,1,15,72,0.7,Projectile,70,0.0,16.7,Update 9.0,2013-07-13,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/PrimeHuntingBow,Paris,0.0,inf,0.0,6.0,0.0,12.0
Paris Prime,Charge,Charged Shot,9.0,288.0,63.0,0,0,0,0,0,0,0,0,0,0.0,0,360.0,514.28571428571,360.0,0.45,2.0,522.0,745.71428571429,435,38106.0,0.2,,0.2,0.16666666666667,1,1.0,0.5,1.35,8,1,15,72,0.7,Projectile,95,3.0,16.7,Update 9.0,2013-07-13,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/PrimeHuntingBow,Paris,0.0,inf,0.0,6.0,0.0,12.0
Paris Prime,Charge,Incarnon Form Charged Shot,100.0,0.0,0.0,0,0,420,0,0,0,0,0,0,0.0,0,520.0,742.85714285714,520.0,0.5,3.4,1144.0,1430.0,762.66666666667,83512.0,0.2,,0.2,0.13333333333333,1,1.0,0.8,1.35,8,1,15,72,0.7,Projectile,85,0.0,100.0,Update 9.0,2013-07-13,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/PrimeHuntingBow,Paris,0.0,inf,0.0,,,
Stradavar Prime,Auto / Semi,Full Auto Mode,10.5,10.5,9.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,300.0,30.0,0.24,2.6,41.52,415.2,339.70909090909,33631.2,0.12,,0.12,1.2,1,10.0,0.0,1.0,12,90,80,720,2.0,Hit-Scan,,0.0,25.0,Hotfix 24.5.8,2019-04-02,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeStradavar/PrimeStradavarGun,Stradavar,0.0,inf,0.0,4.0,3.0,5.0
Stradavar Prime,Semi-Auto,Semi-Auto Mode,8.0,24.0,48.0,0,0,0,0,0,0,0,0,0,0.0,0,80.0,266.4,80.0,0.3,2.8,123.2,410.256,381.98882681564,99792.0,0.22,,0.22,0.7326,1,3.33,0.0,1.0,12,90,80,720,2.0,Hit-Scan,,1.0,66.7,Hotfix 24.5.8,2019-04-02,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeStradavar/PrimeStradavarGun,Stradavar,0.0,inf,0.0,1.5,0.0,3.0
Tenora,Auto-Spool,Fully Spooled,7.2,9.6,7.2,0,0,0,0,0,0,0,0,0,0.0,0,24.0,280.08,24.0,0.28,2.0,30.72,358.5024,300.1275847635,32256.0,0.16,,0.16,1.8672,1,11.67,0.0,1.1,10,150,80,900,2.5,Hit-Scan,,0.0,12.5,Update 20.0,2017-03-24,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnBardRifle/TnBardRifle,Tenora,0.0,inf,0.0,8.0,0.0,16.0
Tenora,Charge,Charged Attack,48.0,144.0,48.0,0,0,0,0,0,0,0,0,0,0.0,0,240.0,2400.0,240.0,0.34,3.0,403.2,504.0,417.10344827586,42336.0,0.11,,0.11,0.12222222222222,1,10.0,0.8,1.1,10,150,80,900,2.5,Hit-Scan,,1.0,12.5,Update 20.0,2017-03-24,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnBardRifle/TnBardRifle,Tenora,0.0,inf,0.0,8.0,0.0,16.0
Kuva Ogris,Semi-Auto,Rocket Impact,18.9,8.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,27.0,40.5,27.0,0.09,2.0,47.088,70.632,34.454634146341,470.88,0.47,,1.47,2.205,1,1.5,0.0,0.7,15,3,1,7,2.1,Projectile,40,0.0,100.0,Update 26.0,2019-10-31,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Ogris/KuvaOgris,Ogris,0.0,inf,0.0,0.0,0.0,0.0
Kuva Ogris,Semi-Auto,Rocket Explosion,0.0,183.0,155.0,0,0,0,0,349,0,0,0,0,0.0,0,687.0,1030.5,687.0,0.09,2.0,1198.128,1797.192,876.67902439024,11981.28,0.47,,0.47,0.705,1,1.5,0.0,0.7,15,3,1,7,2.1,AoE,,0.0,100.0,Update 26.0,2019-10-31,Primary,Launcher,Primary,7.9,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Ogris/KuvaOgris,Ogris,0.0,7.9,0.8,,,
MK1-Paris,Semi-Auto,Uncharged Shot,5.75,86.25,23.0,0,0,0,0,0,0,0,0,0,0.0,0,115.0,209.09090909091,115.0,0.3,2.0,149.5,271.81818181818,96.451612903226,10913.5,0.15,,0.15,0.27272727272727,1,1.0,0.0,1.45,0,1,15,72,0.55,Projectile,70,0.0,16.7,Update 14.0,2014-07-18,Primary,Bow,Primary,0.0,/Lotus/Weapons/MK1Series/MK1Paris,Paris,0.0,inf,0.0,6.0,0.0,12.0
MK1-Paris,Charge,Charged Shot,11.5,184.0,34.5,0,0,0,0,0,0,0,0,0,0.0,0,230.0,418.18181818182,230.0,0.3,2.0,299.0,543.63636363636,284.7619047619,21827.0,0.15,,0.15,0.14285714285714,1,1.0,0.5,1.45,0,1,15,72,0.55,Projectile,85,2.0,16.7,Update 14.0,2014-07-18,Primary,Bow,Primary,0.0,/Lotus/Weapons/MK1Series/MK1Paris,Paris,0.0,inf,0.0,,,
MK1-Paris,Charge,Incarnon Form Charged Shot,50.0,0.0,0.0,0,0,250,0,0,0,0,0,0,0.0,0,300.0,545.45454545455,300.0,0.4,3.0,540.0,675.0,400,39420.0,0.2,,0.2,0.14814814814815,1,1.0,0.8,1.45,0,1,15,72,0.55,Projectile,85,0.0,100.0,Update 14.0,2014-07-18,Primary,Bow,Primary,0.0,/Lotus/Weapons/MK1Series/MK1Paris,Paris,0.0,inf,0.0,6.0,0.0,12.0
Corinth Prime,Semi-Auto,Buckshot,25.2,37.8,27.0,0,0,0,0,0,0,0,0,0,0.0,0,90.0,766.8,540.0,0.3,2.8,831.6,1180.872,973.51360263809,116424.0,0.09,,0.54,0.7668,6,1.42,0.0,1.0,14,20,15,120,3.0,Hit-Scan,,0.0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,18.0,36.0,0.6667,11.0,6.0,16.0
Corinth Prime,Semi-Auto,Air Burst Projectile,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,66.7,100.0,0.04,1.6,102.4,68.3008,48.779317240394,3584.0,0.5,,1.5,1.0005,1,0.667,0.0,1.0,14,20,15,120,3.0,Projectile,50,0.0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,0.0,inf,0.0,11.0,6.0,16.0
Corinth Prime,Semi-Auto,Air Burst Explosion,0.0,0.0,0.0,0,0,0,0,2200,0,0,0,0,0.0,0,2200.0,1467.4,2200.0,0.04,1.6,2252.8,1502.6176,1073.1449792887,78848.0,0.5,,0.5,0.3335,1,0.667,0.0,1.0,14,20,15,120,3.0,AoE,,0.0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,9.8,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,0.0,9.8,0.9,,,
Boltor Prime,Auto,Normal Attack,4.6,41.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,46.0,460.0,46.0,0.12,2.0,51.52,515.2,368,30912.0,0.34,,0.34,3.4,1,10.0,0.0,1.2,13,60,80,540,2.4,Projectile,120,0.0,50.0,Update 12.4,2014-03-05,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor,Boltor,0.0,inf,0.0,2.0,1.0,3.0
Boltor Prime,Auto,Incarnon Form,2.4,7.2,14.4,0,0,0,0,0,0,0,0,0,0.0,0,24.0,815.76,72.0,0.24,3.0,106.56,1207.3248,830.80429397192,63936.0,0.2,,0.6,6.798,3,11.33,0.0,1.2,13,60,80,540,2.4,Projectile,0,0.0,10.0,Update 12.4,2014-03-05,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor,Boltor,0.0,inf,0.0,10.0,8.0,12.0
Grinlok,Semi-Auto,Normal Attack,93.5,18.7,74.8,0,0,0,0,0,0,0,0,0,0.0,0,187.0,312.29,187.0,0.15,2.5,229.075,382.55525,290.81824900752,125762.175,0.35,,0.35,0.5845,1,1.67,0.0,1.3,7,9,80,540,1.7,Hit-Scan,,0.0,44.4,Update 12.1,2014-02-13,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/GrineerLeverActionRifle/GLARifle,Grinlok,0.0,inf,0.0,2.25,1.5,3.0
Hema,Burst,Normal Attack,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,47.0,0,47.0,235.0,47.0,0.11,2.0,156.51,260.85,223.58571428571,9390.6,0.25,,0.25,1.25,1,5.0,0.0,1.3,7,60,0,0,2.0,Projectile,150,0.0,20.0,Update 19.5,2016-12-22,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Infested/LongGuns/InfWFAccompanyingPri/InfestedBurstRifle,Hema,0.0,inf,0.0,5.0,0.0,10.0
Cedo,Auto,Normal Attack,0.0,30.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,689.4,180.0,0.2,2.4,230.4,882.432,728.89109156238,55296.0,0.003,,0.018,0.06894,6,3.83,0.0,0.65,8,40,15,200,2.2,Hit-Scan,,0.8,20.0,Update 29.6,2020-12-18,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,26.0,52.0,0.9667,5.0,2.0,8.0
Cedo,Auto / Semi,Alt-Fire Glaive,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0.0,0,20.0,20.0,20.0,0.02,1.4,20.16,20.16,-nan,inf,0.5,,0.5,0.5,1,1.0,0.0,0.65,8,40,15,200,2.2,Projectile,60,0.0,80.0,Update 29.6,2020-12-18,Primary,Shotgun,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,0.0,inf,0.0,1.25,1.0,1.5
Cedo,Auto / Semi,Glaive Radial Attack,0.0,0.0,0.0,0,0,0,0,10,0,0,0,0,0.0,0,10.0,10.0,10.0,0.02,1.4,10.08,10.08,-nan,inf,0.5,,0.5,0.5,1,1.0,0.0,0.65,8,40,15,200,2.2,AoE,,0.0,20.0,Update 29.6,2020-12-18,Primary,Shotgun,Primary,6.0,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,0.0,6.0,0.0,,,
Braton Vandal,Auto,Normal Attack,12.25,1.75,21.0,0,0,0,0,0,0,0,0,0,0.0,0,35.0,262.5,35.0,0.16,2.0,40.6,304.5,241.18811881188,24360.0,0.16,,0.16,1.2,1,7.5,0.0,1.3,4,50,80,550,1.75,Hit-Scan,,0.0,33.33,Hotfix 6.3.1,2013-02-15,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/VIPRifle,Braton,0.0,inf,0.0,3.0,1.5,4.5
Braton Vandal,Auto,Incarnon Form,26.0,2.6,36.4,0,0,0,0,0,0,0,0,0,0.0,0,65.0,303.55,65.0,0.38,3.2,119.34,557.3178,479.02170269457,71604.0,0.22,,0.22,1.0274,1,4.67,0.0,1.3,4,50,80,550,1.75,Hit-Scan,,0.0,200.0,Hotfix 6.3.1,2013-02-15,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/VIPRifle,Braton,0.0,inf,0.0,0.5,0.3,0.7
Braton Vandal,Auto,Incarnon Form AoE,0.0,0.0,0.0,0,0,65,0,0,0,0,0,0,0.0,0,65.0,303.55,65.0,0.38,3.2,119.34,557.3178,479.02170269457,71604.0,0.22,,0.22,1.0274,1,4.67,0.0,1.3,4,50,80,550,1.75,AoE,,0.0,33.33,Hotfix 6.3.1,2013-02-15,Primary,Rifle,Primary,3.0,/Lotus/Weapons/Tenno/Rifle/VIPRifle,Braton,0.0,3.0,0.1,,,
Burston,Burst,Normal Attack,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,150.0,30.0,0.06,1.6,93.24,155.4,186.72897196262,54545.4,0.18,,0.18,0.9,1,5.0,0.0,1.45,0,45,80,540,2.0,Hit-Scan,,0.0,25.0,Vanilla,2012-10-25,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/BurstRifle,Burston,0.0,inf,0.0,4.0,0.0,8.0
Burston,Burst,Incarnon Form,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0,3.0,60.0,3.0,0.3,3.0,4.8,96.0,50.823529411765,2808.0,0.3,,0.3,6.0,1,20.0,0.0,1.45,0,45,80,540,2.0,Hit-Scan,,0.0,28.57,Vanilla,2012-10-25,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/BurstRifle,Burston,0.0,inf,0.0,3.5,2.0,5.0
Burston,Burst,Incarnon Form Radial Attack,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0,3.0,60.0,3.0,0.3,3.0,4.8,96.0,50.823529411765,2808.0,0.3,,0.3,6.0,1,20.0,0.0,1.45,0,45,80,540,2.0,AoE,,0.0,25.0,Vanilla,2012-10-25,Primary,Rifle,Primary,2.0,/Lotus/Weapons/Tenno/Rifle/BurstRifle,Burston,0.0,2.0,0.0,,,
Buzlok,Auto,Normal Attack,30.0,24.0,6.0,0,0,0,0,0,0,0,0,0,0.0,0,60.0,375.0,60.0,0.23,2.5,80.7,504.375,366.81818181818,47613.0,0.21,,0.21,1.3125,1,6.25,0.0,1.45,11,50,80,540,3.0,Projectile,80,0.0,16.7,Update 14.7,2014-09-17,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/GrnGorgSniperRifle/GrnGorgSniperRifle,Buzlok,0.0,inf,0.0,6.0,0.0,12.0
Buzlok,Semi-Auto,Beacon,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,3.0,5.01,3.0,0.0,1.0,3.0,5.01,4.553717505908,1770.0,0.0,,0.0,0.0,1,1.67,0.0,1.45,11,50,80,540,3.0,Projectile,200,0.0,16.7,Update 14.7,2014-09-17,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/GrnGorgSniperRifle/GrnGorgSniperRifle,Buzlok,0.0,inf,0.0,6.0,0.0,12.0
Miter,Charge,Uncharged Shot,20.0,10.0,70.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,250.0,100.0,0.05,2.0,105.0,262.5,210,10500.0,0.2,,0.2,0.5,1,2.5,0.0,1.5,6,20,40,80,2.0,Projectile,60,0.0,100.0,Update 9.5,2013-08-09,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0.0,inf,0.0,0.0,0.0,0.0
Miter,Charge,Charged Shot,12.5,12.5,225.0,0,0,0,0,0,0,0,0,0,0.0,0,250.0,625.0,250.0,0.1,2.0,275.0,366.66666666667,323.52941176471,27500.0,0.5,,0.5,0.43478260869565,1,2.5,0.75,1.5,6,20,40,80,2.0,Projectile,100,2.5,100.0,Update 9.5,2013-08-09,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0.0,inf,0.0,,,
Miter,Auto,Incarnon Form,12.0,6.0,42.0,0,0,0,0,0,0,0,0,0,0.0,0,60.0,199.8,60.0,0.2,3.3,87.6,291.708,218.83570892723,8760.0,0.56,,0.56,1.8648,1,3.33,0.0,1.5,6,20,40,80,2.0,Projectile,0,0.0,20.0,Update 9.5,2013-08-09,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0.0,inf,0.0,5.0,2.0,8.0
Miter,Charge,Incarnon Form Radial Attack,0.0,0.0,0.0,0,0,80,0,0,0,0,0,0,0.0,0,80.0,266.4,80.0,0.2,3.3,116.8,388.944,291.78094523631,11680.0,0.56,,0.56,1.8648,1,3.33,0.0,1.5,6,20,40,80,2.0,AoE,,0.0,100.0,Update 9.5,2013-08-09,Primary,Rifle,Primary,3.0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0.0,3.0,0.2,,,
Ferrox,Charge,Charged Shot,35.0,245.0,70.0,0,0,0,0,0,0,0,0,0,0.0,0,350.0,465.5,350.0,0.32,2.8,551.6,733.628,811.17647058824,60676.0,0.1,,0.1,0.07987987987988,1,1.33,0.5,1.25,14,10,20,100,1.8,Hit-Scan,,1.5,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,300.0,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0.0,inf,0.0,6.0,0.0,12.0
Ferrox,Charge,Radial Attack,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,133.0,100.0,0.32,2.8,157.6,209.608,169.12054219784,17336.0,0.1,,0.1,0.133,1,1.33,0.0,1.25,14,10,20,100,1.8,AoE,,0.0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,3.6,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0.0,3.6,0.4,,,
Ferrox,Semi,Spear Throw,35.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0.0,0,50.0,50.0,50.0,0.04,2.0,52.0,52.0,43.333333333333,5720.0,0.33,,1.33,1.33,1,1.0,0.0,1.25,14,10,20,100,2.0,Projectile,90,0.0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,0.0,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0.0,inf,0.0,6.0,0.0,12.0
Ferrox,Charge,Attraction Field,0.0,0.0,0.0,0,150,0,0,0,0,0,0,0,0.0,0,150.0,75.0,150.0,0.04,2.0,156.0,78.0,71.559633027523,17160.0,0.5,,0.5,0.25,1,0.5,0.0,1.25,14,10,20,100,1.8,AoE,,0.0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,10.0,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0.0,inf,0.0,,,
Dera Vandal,Auto,Normal Attack,6.4,24.0,1.6,0,0,0,0,0,0,0,0,0,0.0,0,32.0,360.0,32.0,0.08,2.0,34.56,388.8,290.69158878505,20736.0,0.3,,0.3,3.375,1,11.25,0.0,1.35,7,60,80,540,1.8,Projectile,150,0.0,100.0,Update 16.5,2015-05-12,Primary,Rifle,Primary,0.0,/Lotus/Weapons/ClanTech/Energy/DeraVandal,Dera,0.0,inf,0.0,0.0,0.0,0.0
Dera Vandal,Auto,Incarnon Form,50.0,140.0,90.0,0,0,0,0,0,0,0,90,0,0.0,0,370.0,740.0,370.0,0.3,3.0,592.0,1184.0,1116.9811320755,355200.0,0.22,,0.22,0.44,1,2.0,0.0,1.35,7,60,80,540,1.8,Hit-Scan,,3.0,100.0,Update 16.5,2015-05-12,Primary,Rifle,Primary,300.0,/Lotus/Weapons/ClanTech/Energy/DeraVandal,Dera,0.0,inf,0.0,0.9,0.8,1.0
Quellor,Auto / Charge,Auto,8.0,22.0,12.0,16,0,0,0,0,0,0,0,0,0.0,0,58.0,348.0,58.0,0.12,1.6,62.176,373.056,345.42222222222,74611.2,0.38,,0.38,2.28,1,6.0,0.0,1.15,12,300,80,900,4.0,Hit-Scan,,0.5,33.33,Update 27.0,2019-12-13,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnRailjackRifle/RailjackRifleGun,Quellor,0.0,inf,0.0,3.0,2.0,4.0
